Date,Temperature at 2 meters (c),Precipitation Corrected (mm/day),Specific Humidity at 2 Meters (g/kg),Wind Direction at 2 Meters (Degrees),Wind Speed at 2 Meters (m/s),Root Zone Soil Wetness
05/03/2004,20.99,0.0,3.65,314.9,2.28,0.36
06/03/2004,21.59,0.0,4.04,303.1,2.79,0.36
07/03/2004,22.75,0.0,3.38,306.6,2.67,0.35
08/03/2004,22.31,0.0,4.06,123.8,2.12,0.35
09/03/2004,21.8,0.0,5.46,119.4,1.94,0.35
10/03/2004,23.75,0.0,5.58,100.1,1.05,0.35
11/03/2004,24.41,0.0,5.81,86.9,1.27,0.35
12/03/2004,24.92,0.0,5.62,337.2,1.41,0.35
13/03/2004,25.55,0.0,5.17,325.3,1.99,0.34
14/03/2004,26.07,0.0,5.23,322.8,2.14,0.34
15/03/2004,27.2,0.0,4.93,315.2,2.71,0.34
16/03/2004,28.17,0.0,4.5,309.8,3.13,0.34
17/03/2004,28.01,0.0,3.85,300.8,2.73,0.34
18/03/2004,27.96,0.0,3.52,313.4,2.44,0.34
19/03/2004,28.76,0.0,4.61,312.3,3.3,0.34
20/03/2004,28.42,0.0,3.32,312.1,3.82,0.34
21/03/2004,29.78,0.0,3.38,304.8,1.63,0.33
22/03/2004,31.02,0.0,4.15,223.9,2.16,0.33
23/03/2004,29.55,0.0,3.75,299.9,1.92,0.33
24/03/2004,27.18,0.0,2.84,282.3,2.26,0.33
25/03/2004,25.33,0.0,1.75,249.3,1.59,0.33
26/03/2004,25.98,0.0,2.18,306.8,1.46,0.33
27/03/2004,25.95,0.0,2.66,305.1,1.72,0.33
28/03/2004,26.04,0.0,2.95,298.7,2.14,0.33
29/03/2004,27.49,0.0,2.74,306.0,2.81,0.33
30/03/2004,27.84,0.0,2.36,310.1,2.12,0.33
31/03/2004,28.34,0.0,2.44,318.8,2.13,0.33
01/04/2004,28.1,0.0,2.9,311.9,1.2,0.33
02/04/2004,29.77,0.0,3.8,245.1,1.36,0.33
03/04/2004,30.02,0.0,3.71,304.6,2.03,0.33
04/04/2004,29.97,0.0,3.88,313.8,2.38,0.33
05/04/2004,30.63,0.0,4.39,302.2,2.44,0.33
06/04/2004,30.27,0.0,4.32,334.1,1.29,0.33
07/04/2004,31.94,0.0,4.43,54.5,1.26,0.33
08/04/2004,32.85,0.0,4.6,249.6,1.15,0.33
09/04/2004,32.95,0.38,5.43,272.1,1.4,0.33
10/04/2004,32.78,1.31,5.84,256.8,1.71,0.33
11/04/2004,32.32,0.0,2.65,294.7,2.42,0.33
12/04/2004,32.23,0.0,2.68,282.5,3.13,0.33
13/04/2004,32.57,0.0,3.33,274.7,2.9,0.33
14/04/2004,32.58,0.0,3.85,285.3,2.69,0.33
15/04/2004,33.08,0.0,2.99,305.9,3.22,0.33
16/04/2004,33.42,0.0,3.71,295.6,2.97,0.33
17/04/2004,32.84,0.0,4.66,243.1,3.52,0.33
18/04/2004,32.56,0.0,5.75,295.1,3.22,0.33
19/04/2004,32.78,0.0,4.69,285.0,2.21,0.33
20/04/2004,32.03,0.0,5.25,116.9,2.29,0.33
21/04/2004,33.13,0.0,7.74,155.1,1.85,0.33
22/04/2004,33.44,6.36,6.19,300.9,2.26,0.33
23/04/2004,30.27,2.09,8.38,338.5,1.52,0.35
24/04/2004,28.33,3.87,8.46,130.0,1.56,0.35
25/04/2004,29.67,0.02,7.77,149.1,1.34,0.35
26/04/2004,30.53,0.0,8.0,145.9,1.51,0.34
27/04/2004,32.37,0.0,7.87,165.8,1.78,0.34
28/04/2004,32.19,2.25,8.5,138.0,2.6,0.34
29/04/2004,31.91,8.41,9.09,134.6,3.84,0.34
30/04/2004,26.97,35.15,13.56,128.4,4.1,0.38
01/05/2004,25.91,0.02,9.91,314.6,1.25,0.42
02/05/2004,26.33,0.0,6.63,316.5,2.17,0.41
03/05/2004,27.31,0.0,6.29,311.2,2.65,0.4
04/05/2004,29.35,0.0,6.85,321.1,2.1,0.4
05/05/2004,29.94,0.0,6.06,336.0,1.75,0.39
06/05/2004,31.55,0.0,6.44,283.1,1.18,0.39
07/05/2004,33.04,0.0,6.41,158.3,1.75,0.38
08/05/2004,32.55,0.0,7.41,164.2,1.84,0.38
09/05/2004,32.8,0.0,8.51,277.6,2.28,0.38
10/05/2004,33.72,0.0,7.79,314.5,2.39,0.37
11/05/2004,33.79,0.0,6.83,295.1,3.2,0.37
12/05/2004,34.4,0.01,11.17,280.1,4.49,0.36
13/05/2004,35.42,0.0,12.29,284.8,4.08,0.36
14/05/2004,35.51,0.0,9.67,293.6,3.4,0.36
15/05/2004,36.3,0.0,10.21,288.1,3.07,0.35
16/05/2004,37.03,0.0,11.29,277.3,2.96,0.35
17/05/2004,37.15,0.0,8.28,295.8,3.53,0.35
18/05/2004,36.53,0.0,6.33,298.6,3.77,0.34
19/05/2004,36.91,0.0,5.75,273.0,3.82,0.34
20/05/2004,36.21,0.0,8.03,263.2,3.84,0.34
21/05/2004,36.16,0.0,7.88,265.1,4.08,0.34
22/05/2004,36.52,0.0,7.11,251.8,3.05,0.34
23/05/2004,33.53,16.8,12.44,138.3,3.33,0.35
24/05/2004,31.41,2.5,11.39,106.8,2.78,0.37
25/05/2004,32.8,0.0,9.7,49.8,1.36,0.36
26/05/2004,32.74,6.41,11.9,273.3,1.9,0.37
27/05/2004,33.67,1.03,11.39,280.3,1.75,0.36
28/05/2004,32.89,5.45,11.24,318.0,2.04,0.37
29/05/2004,32.88,0.0,9.88,303.0,2.51,0.36
30/05/2004,34.55,0.0,9.15,303.9,1.56,0.36
31/05/2004,36.77,0.0,10.09,293.8,2.37,0.36
01/06/2004,36.41,0.01,9.59,291.3,2.32,0.35
02/06/2004,36.0,0.32,9.36,314.7,2.28,0.35
03/06/2004,35.96,0.0,8.11,315.7,1.89,0.34
04/06/2004,37.03,0.4,8.17,280.4,2.09,0.34
05/06/2004,36.07,3.05,8.63,209.4,1.81,0.34
06/06/2004,35.54,0.77,8.77,193.2,1.85,0.34
07/06/2004,34.3,4.68,10.97,129.8,2.52,0.35
08/06/2004,34.25,1.52,11.94,114.6,2.41,0.34
09/06/2004,33.04,5.9,12.91,33.3,1.34,0.35
10/06/2004,33.57,0.12,11.99,313.7,1.37,0.35
11/06/2004,35.61,0.03,10.61,146.4,0.97,0.35
12/06/2004,36.19,0.0,9.63,108.4,1.27,0.34
13/06/2004,35.1,5.55,12.38,119.9,2.84,0.35
14/06/2004,34.56,2.17,14.85,116.0,3.58,0.35
15/06/2004,35.14,0.0,14.49,144.7,2.1,0.35
16/06/2004,35.51,2.25,14.71,121.0,2.82,0.34
17/06/2004,33.12,14.81,17.69,145.4,3.05,0.36
18/06/2004,30.79,17.07,19.14,135.6,3.11,0.39
19/06/2004,32.28,7.65,19.18,156.2,2.4,0.4
20/06/2004,33.97,5.26,18.12,235.7,2.65,0.41
21/06/2004,35.82,0.73,16.02,268.5,2.9,0.4
22/06/2004,35.58,0.68,14.37,273.2,2.42,0.4
23/06/2004,34.7,0.06,14.24,270.3,3.38,0.39
24/06/2004,34.14,3.93,14.84,256.5,2.74,0.39
25/06/2004,33.06,6.03,16.07,269.0,1.77,0.4
26/06/2004,34.01,0.31,15.22,282.6,1.74,0.4
27/06/2004,34.22,0.0,13.65,296.1,2.51,0.39
28/06/2004,34.69,0.0,11.83,293.6,2.4,0.39
29/06/2004,35.83,0.0,11.25,297.7,3.29,0.38
30/06/2004,36.85,0.0,12.5,289.0,3.5,0.38
01/07/2004,37.0,0.0,11.78,285.7,3.34,0.37
02/07/2004,36.82,2.6,12.29,285.4,3.1,0.37
03/07/2004,35.53,3.96,15.2,90.4,1.98,0.37
04/07/2004,33.89,1.87,17.42,112.8,3.81,0.37
05/07/2004,33.98,3.57,16.72,123.7,2.93,0.37
06/07/2004,34.56,7.52,17.19,154.1,2.55,0.38
07/07/2004,36.28,1.42,16.31,9.6,1.57,0.38
08/07/2004,35.9,2.08,16.25,249.9,3.18,0.38
09/07/2004,35.51,0.22,15.72,268.1,3.71,0.38
10/07/2004,35.49,0.13,15.29,279.0,2.62,0.37
11/07/2004,36.29,1.31,14.43,281.8,3.06,0.37
12/07/2004,36.9,0.94,12.7,284.6,2.41,0.37
13/07/2004,35.18,3.21,15.11,218.4,1.06,0.37
14/07/2004,35.0,2.61,15.05,344.8,1.87,0.37
15/07/2004,35.16,1.41,16.73,89.6,2.24,0.37
16/07/2004,34.28,2.57,17.41,116.0,2.54,0.37
17/07/2004,34.1,3.84,16.83,132.3,2.03,0.37
18/07/2004,35.02,1.55,13.7,325.0,2.61,0.37
19/07/2004,35.45,0.18,12.54,278.5,3.5,0.36
20/07/2004,35.11,0.0,12.82,283.7,2.56,0.36
21/07/2004,35.38,0.59,11.86,278.7,2.77,0.36
22/07/2004,35.36,1.3,13.34,300.3,1.57,0.36
23/07/2004,35.39,0.12,12.53,71.2,1.5,0.35
24/07/2004,35.6,0.1,14.3,105.1,2.14,0.35
25/07/2004,33.57,8.22,16.93,133.9,2.33,0.36
26/07/2004,33.29,9.58,17.88,135.3,2.82,0.37
27/07/2004,34.31,2.23,17.16,130.2,2.86,0.37
28/07/2004,32.75,1.13,17.98,121.9,3.7,0.37
29/07/2004,32.21,0.99,17.74,124.3,3.58,0.37
30/07/2004,30.88,1.11,17.75,119.8,3.4,0.37
31/07/2004,31.29,0.91,17.42,118.8,3.07,0.37
01/08/2004,30.75,11.9,18.39,115.0,1.68,0.38
02/08/2004,28.6,57.9,20.85,69.7,1.38,0.44
03/08/2004,28.99,35.92,21.82,106.8,1.58,0.53
04/08/2004,31.01,0.4,20.26,109.2,1.19,0.54
05/08/2004,30.74,0.26,20.03,133.1,2.48,0.52
06/08/2004,29.18,1.04,18.64,118.6,2.98,0.51
07/08/2004,30.39,7.13,20.53,108.7,2.46,0.51
08/08/2004,30.54,4.14,20.94,119.7,2.14,0.51
09/08/2004,28.59,4.7,20.04,137.1,2.17,0.52
10/08/2004,29.08,5.53,20.09,112.4,1.61,0.52
11/08/2004,28.95,6.75,20.17,88.9,1.31,0.52
12/08/2004,29.53,8.34,20.2,95.1,1.14,0.53
13/08/2004,29.74,12.33,20.29,142.7,0.86,0.54
14/08/2004,30.5,1.1,20.03,129.7,1.09,0.54
15/08/2004,31.7,0.66,19.86,229.4,1.29,0.53
16/08/2004,29.16,8.83,20.93,140.4,2.01,0.53
17/08/2004,29.14,8.72,20.71,130.0,1.29,0.54
18/08/2004,29.66,9.91,20.53,153.4,0.87,0.55
19/08/2004,29.25,1.04,19.55,344.5,2.2,0.55
20/08/2004,29.48,8.05,19.39,219.5,0.59,0.55
21/08/2004,30.54,1.39,18.61,43.4,1.02,0.55
22/08/2004,29.1,5.9,19.42,106.6,1.66,0.54
23/08/2004,28.68,21.89,20.26,106.7,1.35,0.56
24/08/2004,27.26,22.45,20.27,102.2,1.65,0.59
25/08/2004,27.67,28.7,20.16,103.8,1.55,0.62
26/08/2004,28.23,2.81,19.99,298.1,1.51,0.64
27/08/2004,29.31,0.16,19.31,287.8,1.43,0.62
28/08/2004,29.43,0.0,17.94,274.6,1.33,0.61
29/08/2004,29.04,0.01,17.84,304.2,1.11,0.6
30/08/2004,29.51,0.79,17.07,257.8,1.08,0.59
31/08/2004,29.17,0.32,15.07,282.5,1.85,0.58
01/09/2004,28.35,0.0,14.88,284.8,1.58,0.57
02/09/2004,28.64,0.0,14.51,304.6,1.65,0.56
03/09/2004,28.94,0.0,14.04,315.3,1.98,0.55
04/09/2004,28.99,0.0,13.09,299.8,1.75,0.54
05/09/2004,28.74,0.0,12.6,305.6,1.89,0.53
06/09/2004,29.82,0.0,13.05,329.1,1.12,0.52
07/09/2004,30.24,0.0,14.49,345.2,1.1,0.51
08/09/2004,30.82,0.0,12.77,287.8,1.49,0.5
09/09/2004,30.09,0.0,11.54,272.1,2.01,0.49
10/09/2004,29.18,0.0,13.78,91.4,0.88,0.49
11/09/2004,30.1,0.0,14.7,255.4,1.24,0.48
12/09/2004,30.44,0.69,15.84,113.5,0.87,0.48
13/09/2004,30.94,0.49,16.29,313.8,1.0,0.47
14/09/2004,31.37,1.16,16.04,293.1,1.4,0.47
15/09/2004,30.06,4.25,16.98,149.1,1.86,0.47
16/09/2004,27.06,2.04,16.43,88.1,2.54,0.47
17/09/2004,29.11,1.08,15.62,59.2,1.0,0.46
18/09/2004,29.31,0.08,15.47,93.6,1.25,0.46
19/09/2004,29.38,0.0,14.97,66.5,1.19,0.45
20/09/2004,29.19,1.65,14.41,103.5,1.62,0.45
21/09/2004,28.34,1.17,16.56,116.8,2.55,0.45
22/09/2004,26.95,0.14,15.07,80.2,2.58,0.45
23/09/2004,28.46,0.01,12.99,358.6,1.29,0.44
24/09/2004,28.71,0.0,10.87,350.1,1.53,0.44
25/09/2004,29.11,0.0,9.28,356.4,1.07,0.43
26/09/2004,29.17,0.0,8.96,334.9,1.71,0.43
27/09/2004,29.01,0.0,8.48,334.7,1.77,0.42
28/09/2004,29.47,0.0,9.23,4.8,1.1,0.42
29/09/2004,29.66,1.82,10.78,81.0,1.63,0.42
30/09/2004,29.36,1.06,11.19,59.4,0.96,0.42
01/10/2004,29.42,0.0,10.82,62.6,1.46,0.41
02/10/2004,26.37,23.69,15.13,69.8,1.39,0.43
03/10/2004,26.68,9.94,17.55,111.5,1.09,0.47
04/10/2004,27.76,0.01,14.62,56.6,1.1,0.46
05/10/2004,27.38,0.0,11.83,37.1,1.09,0.46
06/10/2004,26.96,0.0,11.51,87.1,0.95,0.45
07/10/2004,28.19,0.0,10.72,329.8,1.11,0.45
08/10/2004,27.84,0.0,8.98,303.9,1.27,0.44
09/10/2004,27.05,0.43,10.73,139.3,1.46,0.44
10/10/2004,25.31,8.42,15.15,110.8,2.36,0.45
11/10/2004,23.93,8.35,14.94,113.7,2.87,0.46
12/10/2004,22.98,2.9,11.9,66.3,1.02,0.46
13/10/2004,23.22,0.03,9.16,351.0,1.24,0.46
14/10/2004,23.18,0.09,8.14,319.4,1.44,0.46
15/10/2004,23.36,0.61,7.55,319.1,1.24,0.45
16/10/2004,23.43,0.0,6.81,330.6,1.23,0.45
17/10/2004,23.69,0.0,7.17,10.1,1.12,0.45
18/10/2004,24.25,0.0,7.64,52.9,1.06,0.44
19/10/2004,24.29,0.0,7.97,60.2,1.13,0.44
20/10/2004,24.51,0.0,8.04,116.3,1.09,0.44
21/10/2004,24.15,0.01,8.26,351.0,1.19,0.43
22/10/2004,23.68,0.0,7.11,334.9,1.76,0.43
23/10/2004,24.11,0.0,5.93,307.8,1.19,0.43
24/10/2004,23.74,0.0,6.01,94.4,0.81,0.43
25/10/2004,22.66,0.0,6.71,85.2,1.17,0.42
26/10/2004,22.95,0.0,6.57,123.5,1.23,0.42
27/10/2004,22.23,0.0,6.91,87.9,0.91,0.42
28/10/2004,22.33,0.14,7.05,85.8,1.13,0.42
29/10/2004,21.73,2.1,7.59,26.6,1.05,0.42
30/10/2004,20.74,0.0,6.84,337.1,1.29,0.42
31/10/2004,20.35,0.0,5.87,327.0,1.56,0.42
01/11/2004,19.94,0.0,4.98,327.9,1.52,0.41
02/11/2004,19.68,0.0,4.93,322.0,1.58,0.41
03/11/2004,19.62,0.0,5.22,324.5,1.93,0.41
04/11/2004,20.13,0.0,4.78,309.6,1.8,0.41
05/11/2004,21.56,0.0,4.74,354.9,0.93,0.4
06/11/2004,20.29,0.0,5.17,6.7,1.22,0.4
07/11/2004,20.34,0.0,5.11,326.8,1.7,0.4
08/11/2004,20.43,0.0,4.53,324.8,1.07,0.4
09/11/2004,20.23,0.0,4.49,315.8,1.56,0.4
10/11/2004,20.63,0.0,4.03,316.4,1.04,0.4
11/11/2004,20.45,0.0,4.17,70.7,0.94,0.39
12/11/2004,20.21,0.0,4.21,0.1,0.88,0.39
13/11/2004,19.84,0.0,4.51,314.5,1.23,0.39
14/11/2004,19.36,0.0,4.75,312.9,1.94,0.39
15/11/2004,19.99,0.0,5.21,316.3,1.8,0.39
16/11/2004,20.21,0.0,5.32,314.0,1.68,0.39
17/11/2004,21.42,0.0,5.68,352.1,0.87,0.38
18/11/2004,21.03,0.0,5.46,336.7,1.47,0.38
19/11/2004,19.96,0.0,5.09,312.8,1.87,0.38
20/11/2004,20.45,0.0,5.53,302.8,1.37,0.38
21/11/2004,22.33,0.0,5.7,308.7,0.9,0.38
22/11/2004,19.67,0.0,6.39,116.1,1.5,0.38
23/11/2004,18.57,0.0,7.41,111.5,1.82,0.38
24/11/2004,18.65,0.0,8.02,116.7,1.53,0.38
25/11/2004,19.36,0.0,8.77,110.7,2.03,0.38
26/11/2004,19.56,0.0,8.96,100.4,1.43,0.37
27/11/2004,19.13,0.0,8.07,14.9,1.13,0.37
28/11/2004,17.76,0.0,5.75,329.8,1.78,0.37
29/11/2004,17.85,0.0,5.87,300.7,1.57,0.37
30/11/2004,18.78,0.0,6.54,317.1,0.95,0.37
01/12/2004,18.93,0.47,7.02,106.5,1.86,0.37
02/12/2004,18.93,1.1,6.83,55.8,0.93,0.37
03/12/2004,18.4,0.0,5.45,316.3,1.79,0.37
04/12/2004,18.02,0.0,4.94,317.1,2.81,0.37
05/12/2004,17.58,0.0,4.54,310.4,2.58,0.37
06/12/2004,16.47,0.0,4.06,311.1,2.12,0.37
07/12/2004,15.91,0.0,3.82,34.3,0.86,0.36
08/12/2004,15.19,0.0,4.16,337.1,1.34,0.36
09/12/2004,14.57,0.0,3.24,309.2,2.26,0.36
10/12/2004,16.86,0.0,3.21,322.1,1.39,0.36
11/12/2004,16.87,0.0,3.94,109.2,1.07,0.36
12/12/2004,18.41,0.0,4.17,306.0,0.81,0.36
13/12/2004,16.91,0.0,4.03,307.2,1.8,0.36
14/12/2004,16.52,0.0,4.01,304.5,2.45,0.36
15/12/2004,17.05,0.0,4.21,305.9,2.66,0.36
16/12/2004,17.6,0.0,4.32,314.0,2.59,0.36
17/12/2004,16.97,0.0,4.76,36.2,1.21,0.35
18/12/2004,17.41,0.0,5.02,47.6,0.93,0.35
19/12/2004,16.95,0.21,4.98,136.5,2.84,0.35
20/12/2004,14.22,0.14,6.84,126.8,2.22,0.35
21/12/2004,14.97,0.0,6.89,47.7,1.04,0.35
22/12/2004,15.47,0.0,6.48,111.3,1.25,0.35
23/12/2004,15.26,0.0,6.29,101.2,0.77,0.35
24/12/2004,14.99,0.0,5.23,346.3,1.01,0.35
25/12/2004,12.8,0.0,4.04,317.0,2.67,0.35
26/12/2004,11.59,0.0,2.91,310.3,3.55,0.35
27/12/2004,12.2,0.0,2.11,313.1,1.75,0.35
28/12/2004,13.32,0.0,2.37,106.8,1.03,0.35
29/12/2004,15.29,0.0,2.82,307.5,1.92,0.35
30/12/2004,15.24,0.0,4.36,323.2,1.79,0.35
31/12/2004,15.22,2.05,6.82,116.8,3.33,0.35
01/01/2005,16.5,1.46,6.62,148.5,1.77,0.35
02/01/2005,14.11,0.01,6.07,189.4,1.29,0.35
03/01/2005,12.9,0.02,4.59,318.8,1.87,0.35
04/01/2005,13.01,0.0,4.48,315.8,1.88,0.35
05/01/2005,12.96,0.0,4.29,302.6,1.88,0.35
06/01/2005,12.86,0.0,3.96,317.7,1.95,0.35
07/01/2005,12.85,0.0,3.58,307.7,2.59,0.35
08/01/2005,13.22,0.0,3.65,307.3,2.03,0.35
09/01/2005,14.02,0.0,3.68,320.8,1.41,0.34
10/01/2005,13.81,0.02,4.1,309.4,1.68,0.34
11/01/2005,13.56,0.0,4.08,328.5,1.49,0.34
12/01/2005,12.72,0.0,2.97,316.2,1.93,0.34
13/01/2005,13.26,0.0,2.41,311.3,2.26,0.34
14/01/2005,15.15,0.0,3.12,314.3,2.63,0.34
15/01/2005,15.68,0.0,4.04,312.2,2.19,0.34
16/01/2005,16.0,0.88,4.89,12.0,1.31,0.34
17/01/2005,14.07,1.95,6.9,17.7,1.14,0.34
18/01/2005,13.2,0.0,4.19,308.9,1.29,0.34
19/01/2005,11.4,0.0,3.14,315.9,2.45,0.34
20/01/2005,12.12,0.0,2.94,317.2,2.62,0.34
21/01/2005,11.64,0.43,3.45,74.4,1.36,0.34
22/01/2005,11.55,7.65,5.62,114.6,3.08,0.35
23/01/2005,10.36,0.04,5.69,6.8,0.99,0.36
24/01/2005,11.76,0.01,5.04,331.9,1.36,0.35
25/01/2005,12.1,0.0,5.1,307.9,1.69,0.35
26/01/2005,13.62,0.0,4.86,314.8,1.63,0.35
27/01/2005,14.21,2.48,5.1,137.7,1.53,0.35
28/01/2005,13.58,6.73,6.78,95.7,1.58,0.37
29/01/2005,13.89,0.05,5.58,356.0,1.23,0.37
30/01/2005,14.27,0.0,5.38,314.5,1.21,0.37
31/01/2005,14.6,0.0,5.14,317.1,1.45,0.36
01/02/2005,12.89,0.0,4.59,304.5,1.67,0.36
02/02/2005,12.72,0.0,3.85,301.6,2.04,0.36
03/02/2005,13.01,0.0,3.23,320.7,1.15,0.36
04/02/2005,14.04,0.01,3.63,100.6,1.5,0.36
05/02/2005,13.93,5.59,4.44,101.0,1.16,0.36
06/02/2005,13.4,3.95,6.7,89.0,3.15,0.37
07/02/2005,15.98,12.25,7.03,117.6,3.6,0.39
08/02/2005,16.3,13.82,7.9,113.5,2.1,0.42
09/02/2005,17.48,1.55,7.56,115.4,1.49,0.42
10/02/2005,17.22,0.72,7.23,94.6,1.21,0.42
11/02/2005,18.97,1.11,7.17,118.3,2.16,0.42
12/02/2005,19.05,0.03,7.54,207.3,1.47,0.41
13/02/2005,18.79,0.36,6.83,325.4,2.67,0.41
14/02/2005,16.19,0.75,7.23,316.6,2.97,0.41
15/02/2005,16.59,6.76,9.24,172.0,1.7,0.42
16/02/2005,16.32,0.0,6.31,48.7,0.99,0.42
17/02/2005,16.1,0.54,5.27,129.5,1.77,0.42
18/02/2005,15.53,1.5,6.08,157.3,2.6,0.42
19/02/2005,13.55,1.58,4.18,245.1,1.97,0.42
20/02/2005,12.1,0.29,3.84,312.3,2.24,0.42
21/02/2005,12.51,0.0,3.91,311.4,2.57,0.42
22/02/2005,13.7,0.23,4.4,314.9,1.68,0.41
23/02/2005,14.93,0.57,5.07,313.4,1.6,0.41
24/02/2005,17.12,0.0,4.97,307.5,1.89,0.41
25/02/2005,17.51,0.0,5.02,310.7,2.53,0.41
26/02/2005,17.96,0.0,5.25,310.7,2.88,0.4
27/02/2005,19.16,0.0,5.14,317.1,2.22,0.4
28/02/2005,18.95,0.19,5.88,321.6,1.44,0.4
01/03/2005,20.09,0.14,7.4,8.8,1.57,0.4
02/03/2005,20.29,0.08,7.74,318.6,2.14,0.4
03/03/2005,23.91,0.11,7.72,326.6,1.65,0.4
04/03/2005,21.84,1.39,8.89,117.5,1.86,0.39
05/03/2005,21.59,2.29,9.17,60.2,1.92,0.4
06/03/2005,23.22,0.0,7.98,331.0,1.15,0.39
07/03/2005,22.69,0.02,8.03,146.5,1.27,0.39
08/03/2005,23.8,1.48,8.65,128.2,1.36,0.39
09/03/2005,19.94,10.85,11.05,119.0,2.08,0.4
10/03/2005,20.09,0.17,9.21,66.8,1.23,0.41
11/03/2005,20.91,0.64,8.09,307.0,1.51,0.41
12/03/2005,21.49,0.21,7.73,308.7,1.65,0.4
13/03/2005,22.23,0.0,7.5,297.8,1.36,0.4
14/03/2005,23.58,0.0,8.31,318.0,1.08,0.4
15/03/2005,25.09,0.0,9.26,299.5,1.7,0.4
16/03/2005,26.62,0.0,9.7,312.5,1.38,0.39
17/03/2005,27.14,0.0,9.65,1.7,1.29,0.39
18/03/2005,27.42,0.06,8.55,113.8,1.28,0.39
19/03/2005,25.66,0.81,9.0,164.0,1.69,0.38
20/03/2005,26.17,0.88,9.15,11.9,1.57,0.38
21/03/2005,24.66,16.58,10.26,197.9,2.96,0.39
22/03/2005,22.66,0.0,8.62,314.7,1.46,0.41
23/03/2005,22.68,0.0,7.14,305.7,1.74,0.4
24/03/2005,22.44,0.03,7.12,308.7,2.07,0.4
25/03/2005,22.6,0.0,6.6,318.6,2.76,0.4
26/03/2005,23.62,0.03,7.02,318.2,3.14,0.39
27/03/2005,25.93,0.01,7.38,322.9,1.29,0.39
28/03/2005,25.42,0.0,6.66,312.6,1.77,0.39
29/03/2005,24.68,0.0,5.85,322.4,2.06,0.38
30/03/2005,23.69,0.0,5.06,317.5,2.38,0.38
31/03/2005,22.93,0.0,5.01,317.0,2.67,0.38
01/04/2005,23.83,0.0,4.87,308.5,2.36,0.37
02/04/2005,24.24,0.0,4.9,317.3,1.92,0.37
03/04/2005,25.22,0.0,5.22,320.8,2.29,0.37
04/04/2005,26.27,0.0,5.71,314.6,1.8,0.36
05/04/2005,28.01,0.0,5.81,100.8,1.33,0.36
06/04/2005,27.75,0.0,5.95,144.5,2.99,0.36
07/04/2005,27.47,0.0,4.96,179.8,3.13,0.35
08/04/2005,24.57,0.0,3.01,246.7,2.03,0.35
09/04/2005,22.54,0.0,2.59,268.5,1.99,0.35
10/04/2005,21.79,0.0,3.35,309.8,2.06,0.35
11/04/2005,22.36,0.0,3.5,325.0,2.81,0.35
12/04/2005,23.66,0.0,3.44,313.4,3.31,0.34
13/04/2005,26.65,0.0,4.43,318.8,3.15,0.34
14/04/2005,28.66,0.0,4.27,329.8,1.52,0.34
15/04/2005,29.35,0.0,4.37,65.1,1.42,0.34
16/04/2005,28.75,0.0,4.55,314.0,2.5,0.34
17/04/2005,28.48,0.0,4.19,316.9,3.05,0.34
18/04/2005,29.53,0.0,3.97,311.4,2.32,0.34
19/04/2005,30.48,0.0,3.71,336.8,1.56,0.33
20/04/2005,30.59,0.0,3.25,356.9,1.7,0.33
21/04/2005,31.82,0.0,3.91,332.8,2.16,0.33
22/04/2005,32.64,0.0,6.03,335.2,1.95,0.33
23/04/2005,31.43,0.0,6.39,231.8,1.56,0.33
24/04/2005,29.83,0.92,8.09,350.6,1.75,0.33
25/04/2005,31.6,1.9,8.8,69.1,1.21,0.34
26/04/2005,31.33,0.73,8.51,311.1,2.17,0.34
27/04/2005,29.57,5.39,8.44,299.4,2.41,0.34
28/04/2005,28.62,0.16,7.93,288.3,2.37,0.35
29/04/2005,27.64,0.03,7.39,262.5,2.12,0.34
30/04/2005,28.92,0.31,7.34,256.5,1.22,0.34
01/05/2005,30.74,0.68,9.53,152.4,2.28,0.34
02/05/2005,27.09,2.37,10.51,94.4,1.35,0.34
03/05/2005,28.17,1.47,10.67,125.9,1.83,0.34
04/05/2005,29.48,0.36,10.0,295.1,2.2,0.34
05/05/2005,30.14,0.15,9.23,290.3,2.72,0.34
06/05/2005,32.26,0.03,8.91,291.7,2.42,0.34
07/05/2005,33.68,0.1,8.25,284.4,1.99,0.34
08/05/2005,33.35,1.26,8.76,281.5,2.7,0.34
09/05/2005,32.51,0.0,8.56,280.4,2.97,0.34
10/05/2005,30.92,0.0,6.27,306.2,3.25,0.34
11/05/2005,31.62,0.0,4.53,293.0,2.25,0.33
12/05/2005,32.64,0.0,3.73,294.2,2.15,0.33
13/05/2005,33.87,0.0,3.68,271.2,2.62,0.33
14/05/2005,33.66,0.25,3.87,318.3,2.99,0.33
15/05/2005,33.57,0.0,4.08,312.7,2.86,0.33
16/05/2005,34.86,0.0,4.08,298.2,1.91,0.33
17/05/2005,35.98,0.0,4.68,303.6,2.16,0.33
18/05/2005,36.16,0.0,4.73,271.4,1.75,0.33
19/05/2005,35.85,0.0,4.49,257.0,1.9,0.33
20/05/2005,35.76,0.05,4.18,283.9,2.66,0.33
21/05/2005,35.55,0.0,4.69,309.8,2.41,0.33
22/05/2005,34.93,0.0,7.24,347.2,3.5,0.33
23/05/2005,35.58,0.0,7.18,324.4,1.89,0.33
24/05/2005,35.79,0.0,5.99,316.9,2.77,0.33
25/05/2005,36.15,0.0,4.43,292.5,2.71,0.33
26/05/2005,35.82,0.02,5.65,277.8,2.71,0.33
